PERIODO,PROVEEDOR,DIRECCION,RANGO_PESO_ENVIO,AMBITO,TIPO_ENVIO,TIPO_SERVICIO,INGRESOS,NUMERO_TOTAL_ENVIOS
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correo,"$ 934,469,741","179,851"
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correo certificado,"$ 156,387,000","42,303"
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correo,"$ 135,668,455","14,315"
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correo,"$ 424,991,012","57,784"
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Correo,"$ 6,200",1
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Hasta 200g,Local,Envíos Individuales,Correo,$ 2,2
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correo,"$ 9,741,200","93,652"
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correo certificado,"$ 96,727,996","29,145"
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo,"$ 159,000",17
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo,"$ 2,894,200",245
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo certificado,"$ 138,922",27
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo,"$ 46,800",7
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo,"$ 2,830,350",261
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo certificado,"$ 1,160,400",192
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo,"$ 369,800",36
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo,"$ 308,100",26
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo certificado,"$ 455,000",91
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correo,"$ 98,500",8
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correo,"$ 118,500",10
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correo,"$ 102,648",6
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correo,"$ 237,000",20
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correo certificado,"$ 5,500",1
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correo,"$ 165,900",14
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correo certificado,"$ 183,997",16
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo,$ 2,2
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo,"$ 18,916,690","81,549"
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo certificado,"$ 98,222,445","22,778"
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo,"$ 2,089,160",221
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo,"$ 4,354,400",180
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo certificado,"$ 6,786,825",438
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo,"$ 173,001",26
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo,"$ 10,722,640",521
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo certificado,"$ 8,063,808",940
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo,"$ 3,445,630",348
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo,"$ 2,983,200",122
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo certificado,"$ 1,409,000",98
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo,"$ 1,487,926",133
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo,"$ 1,302,000",53
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo certificado,"$ 819,200",47
2021-01-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo,"$ 382,860",35
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo,"$ 392,800",16
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo certificado,"$ 734,200",38
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correo,"$ 950,670",41
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correo certificado,"$ 4,829,200",232
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Correo certificado,"$ 10,100",1
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correo certificado,"$ 41,900",1
2021-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correo certificado,"$ 860,600",31
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correo,"$ 1,189,415,136","262,325"
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correo certificado,"$ 132,037,700","36,112"
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correo,"$ 150,520,969","16,261"
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correo,"$ 425,050,077","60,907"
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correo certificado,"$ 94,000",33
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Hasta 200g,Local,Envíos Individuales,Correo,$ 1,1
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correo,"$ 3,899,600","37,316"
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correo certificado,"$ 153,728,690","45,708"
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo,"$ 18,000",2
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo,"$ 5,064,600",466
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo certificado,"$ 2,464,100",460
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo,"$ 2,841,250",263
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo certificado,"$ 582,900",91
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo,"$ 821,800",76
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo,"$ 296,250",25
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo certificado,"$ 5,000",1
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correo,"$ 36,900",3
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correo,"$ 23,700",2
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correo,"$ 71,100",6
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correo,"$ 513,900",44
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correo certificado,"$ 537,923",68
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo,"$ 2,003",5
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo,"$ 12,105,650","39,712"
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo certificado,"$ 208,936,547","41,985"
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo,"$ 2,551,550",267
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo,"$ 5,218,770",216
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo certificado,"$ 158,836,424","8,019"
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo,"$ 199,650",25
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo,"$ 10,383,410",480
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo certificado,"$ 12,425,800","1,391"
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo,"$ 5,551,906",536
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo,"$ 4,581,000",189
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo certificado,"$ 5,877,762",303
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo,"$ 2,889,224",263
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo,"$ 1,694,380",70
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo certificado,"$ 3,994,124",193
2021-02-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo,"$ 2,117,458",187
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo,"$ 1,057,520",43
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo certificado,"$ 1,785,848",88
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correo,"$ 3,496,350",143
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correo certificado,"$ 88,585,731","2,352"
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Correo certificado,"$ 64,100",1
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correo certificado,"$ 25,100",1
2021-02-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Correo certificado,"$ 2,914,800",21
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correo,"$ 1,462,373,197","320,068"
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correo certificado,"$ 174,149,800","46,999"
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correo,"$ 178,335,497","19,241"
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correo,"$ 542,247,026","76,861"
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Hasta 200g,Local,Envíos Individuales,Correo,"$ 55,001",12
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correo,"$ 8,008,700","76,970"
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correo certificado,"$ 171,883,372","48,360"
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo,"$ 110,000",14
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo,"$ 3,543,000",305
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correo certificado,"$ 377,900",33
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo,"$ 68,800",11
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo,"$ 4,837,300",439
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correo certificado,"$ 2,996,994",479
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo,"$ 134,000",13
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo,"$ 865,050",73
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correo certificado,"$ 5,000",1
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correo,"$ 110,000",11
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correo,"$ 35,550",3
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correo certificado,"$ 15,000",3
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correo,"$ 94,800",8
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correo certificado,"$ 5,500",1
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correo,"$ 474,000",40
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correo certificado,"$ 322,297",26
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo,$ 8,8
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo,"$ 13,681,370","55,462"
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo certificado,"$ 240,477,051","46,208"
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo,"$ 1,003,400",122
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo,"$ 5,625,460",241
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correo certificado,"$ 147,593,839","7,343"
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo,"$ 478,005",67
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo,"$ 11,187,460",564
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correo certificado,"$ 17,184,364","1,713"
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo,"$ 1,506,700",150
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo,"$ 4,165,480",175
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correo certificado,"$ 7,917,093",423
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo,"$ 683,700",60
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo,"$ 1,975,360",82
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correo certificado,"$ 3,146,000",168
2021-03-01T00:00:00.000,COLOMBIANA DE ENCOMIENDAS S.A. -ENCOEXPRES S.A.-,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo,"$ 346,401",29
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo,"$ 1,069,670",44
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correo certificado,"$ 2,699,362",124
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correo,"$ 3,544,090",144
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correo certificado,"$ 98,306,500","2,602"
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Correo certificado,"$ 42,600",3
2021-03-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Correo certificado,"$ 1,956,800",15
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 650,670,800","161,578"
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 3,572,000",974
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 74,923,700","19,462"
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Encomienda normal,"$ 99,262,900","25,625"
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 16,236,500","2,902"
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 4,719,100",822
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 12,029,900","2,988"
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 50,274,700","12,420"
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 4,730,000","1,151"
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 4,517,700",667
2022-01-01T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 4,287,900",615
