PERIODO,PROVEEDOR,DIRECCION,RANGO_PESO_ENVIO,AMBITO,TIPO_ENVIO,TIPO_SERVICIO,INGRESOS,NUMERO_TOTAL_ENVIOS
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia prioritaria normal,"$ 12,207,500",465
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 3,420,500",52
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 2,805,700",48
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 17,581,340",133
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 2,500,500",26
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 1,684,600",17
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 14,648,000",93
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 2,135,500",18
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 691,000",5
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 11,983,900",64
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 3,213,000",25
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 969,800",7
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 226,398,480",675
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 24,278,500",83
2021-09-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 10,576,100",34
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 283,957,700","69,544"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 973,600",407
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 36,329,000","9,670"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Encomienda normal,"$ 33,307,600","8,969"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 7,659,800","1,435"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 3,692,100",662
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 864,000",180
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 22,790,300","5,811"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 4,610,000","1,156"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 2,555,700",381
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 4,069,100",560
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 1,717,600",224
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 2,044,500",253
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 1,538,800",170
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 1,617,000",170
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 7,118,800",599
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 12,310,600",955
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correo telegráfico,"$ 109,360,000","31,244"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 833,500",137
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correspondencia no prioritaria normal,"$ 362,797,950","72,373"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correspondencia prioritaria certificada,"$ 1,346,051,407","230,283"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Correspondencia prioritaria normal,"$ 453,900",102
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Encomienda certificada,"$ 7,450",1
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Hasta 200g,Local,Envíos Individuales,Encomienda normal,"$ 465,750",81
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 916,800",78
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correspondencia no prioritaria normal,"$ 1,009,200",136
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Correspondencia prioritaria certificada,"$ 3,464,350",411
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Encomienda certificada,"$ 22,350",3
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 1Kg y hasta 2Kg,Local,Envíos Individuales,Encomienda normal,"$ 3,529,050",606
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 1,267,900",108
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correspondencia no prioritaria normal,"$ 1,320,700",190
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correspondencia prioritaria certificada,"$ 78,940,200","13,076"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Correspondencia prioritaria normal,"$ 4,450",1
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 200g y hasta 1Kg,Local,Envíos Individuales,Encomienda normal,"$ 906,300",155
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 379,200",32
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correspondencia no prioritaria normal,"$ 720,900",115
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Correspondencia prioritaria certificada,"$ 203,300",19
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Encomienda certificada,"$ 29,800",4
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 2Kg y hasta 3Kg,Local,Envíos Individuales,Encomienda normal,"$ 385,800",65
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 308,100",26
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correspondencia no prioritaria normal,"$ 530,500",75
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Correspondencia prioritaria certificada,"$ 65,000",5
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Encomienda certificada,"$ 52,100",5
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 3Kg y hasta 4Kg,Local,Envíos Individuales,Encomienda normal,"$ 307,200",41
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 438,450",37
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correspondencia no prioritaria normal,"$ 522,600",65
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Correspondencia prioritaria certificada,"$ 122,400",8
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Encomienda certificada,"$ 22,900",1
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 4Kg y hasta 5Kg,Local,Envíos Individuales,Encomienda normal,"$ 184,100",27
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correspondencia no prioritaria normal,"$ 2,161,300",222
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Correspondencia prioritaria certificada,"$ 158,500",5
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Encomienda certificada,"$ 988,950",43
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Local,Mayor a 5Kg y hasta 30Kg,Local,Envíos Individuales,Encomienda normal,"$ 3,355,250",391
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correo telegráfico,"$ 175,790,500","39,029"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 3,562,470",401
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 492,622,950","66,498"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 1,248,181,285","160,498"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Correspondencia prioritaria normal,"$ 798,500",120
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Encomienda certificada,"$ 461,750",20
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Hasta 200g,Nacional,Envíos Individuales,Encomienda normal,"$ 11,814,700",578
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 2,563,520",112
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 5,789,650",683
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 56,149,150","4,672"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Correspondencia prioritaria normal,"$ 302,050",27
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Encomienda certificada,"$ 1,351,400",55
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 1Kg y hasta 2Kg,Nacional,Envíos Individuales,Encomienda normal,"$ 161,844,000","7,479"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 2,092,800",109
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 15,778,200","1,270"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 221,304,050","26,520"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Correspondencia prioritaria normal,"$ 587,950",87
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Encomienda certificada,"$ 1,318,000",58
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 200g y hasta 1Kg,Nacional,Envíos Individuales,Encomienda normal,"$ 19,285,000",946
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 1,940,010",79
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 2,671,700",220
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 12,869,600",825
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Encomienda certificada,"$ 1,585,050",63
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 2Kg y hasta 3Kg,Nacional,Envíos Individuales,Encomienda normal,"$ 32,513,400","1,541"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 1,458,480",59
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 2,967,750",236
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 4,269,000",240
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Encomienda certificada,"$ 1,714,150",74
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 3Kg y hasta 4Kg,Nacional,Envíos Individuales,Encomienda normal,"$ 16,846,050",779
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 469,680",19
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 981,500",68
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 3,773,100",205
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Encomienda certificada,"$ 1,415,250",55
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 4Kg y hasta 5Kg,Nacional,Envíos Individuales,Encomienda normal,"$ 15,816,550",714
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 4,672,080",189
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 8,989,100",520
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 10,625,750",451
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Encomienda certificada,"$ 39,838,250","1,157"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Nacional,Mayor a 5Kg y hasta 30Kg,Nacional,Envíos Individuales,Encomienda normal,"$ 310,747,550","9,554"
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 231,500",3
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 526,800",10
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 17,690,300",339
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Correspondencia prioritaria normal,"$ 26,483,050",327
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Encomienda certificada,"$ 1,292,550",14
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Hasta 200g,Internacional,Envíos Individuales,Encomienda normal,"$ 184,250",5
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 123,850",1
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 14,549,900",150
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correspondencia prioritaria normal,"$ 1,534,800",12
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 3,679,350",25
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 1,497,350",13
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 71,150",1
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 193,800",3
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 23,771,700",385
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia prioritaria normal,"$ 16,492,200",210
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 2,523,750",27
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 1,298,700",21
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 10,796,200",86
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 4,556,400",23
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 2Kg y hasta 3Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 1,857,650",10
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 11,090,300",72
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 1,566,750",8
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 3Kg y hasta 4Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 1,132,100",5
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 10,350,500",58
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 3,977,100",11
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 4Kg y hasta 5Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 2,370,750",9
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 196,102,890",607
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Encomienda certificada,"$ 84,203,000",81
2022-07-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Salida,Mayor a 5Kg y hasta 30Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 21,891,200",33
2022-08-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 288,003,000","70,858"
2022-08-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia no prioritaria normal,"$ 2,423,600",656
2022-08-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 38,521,900","10,405"
2022-08-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Hasta 200g,Internacional,Envíos Individuales,Encomienda normal,"$ 35,659,700","9,215"
2022-08-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Correspondencia prioritaria certificada,"$ 7,830,700","1,460"
2022-08-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 1Kg y hasta 2Kg,Internacional,Envíos Individuales,Encomienda normal,"$ 5,516,100",975
2022-08-03T00:00:00.000,SERVICIOS POSTALES NACIONALES S.A.,Entrada,Mayor a 200g y hasta 1Kg,Internacional,Envíos Individuales,Correspondencia no prioritaria certificada,"$ 11,600",3
